Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission Grade Category,Previous Qualification Category,1st_sem_grade_cat,2nd_sem_grade_cat
420,Single,1,1,9500,1,1,135.0,Portuguese,2,1,2,8,126.6,0,,0,1,Female,Scholarship,19,0,0,7,7,7,12.90142857,0,0,8,9,8,13.09444444,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
421,Single,42,1,9991,0,1,160.0,Portuguese,1,2,4,3,120.0,0,,0,1,Female,No Scholarship,30,0,4,7,9,7,14.14285714,0,1,5,5,5,14.8,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
422,Single,44,1,9085,1,39,140.0,Portuguese,1,2,4,6,140.0,1,,0,1,Female,No Scholarship,29,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,High,High,Low,Low
423,Single,1,6,9500,1,1,140.0,Portuguese,3,1,3,3,131.5,1,,0,1,Female,No Scholarship,19,0,0,8,8,8,13.25375,0,0,8,8,8,13.25375,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
424,Single,17,6,9556,1,1,115.0,Portuguese,19,2,5,3,112.2,1,,0,1,Female,No Scholarship,20,0,0,7,7,7,13.78571429,0,0,8,8,8,14.1,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
425,Single,1,1,9500,1,1,144.0,Portuguese,37,37,9,3,150.5,0,,0,1,Female,No Scholarship,20,0,0,7,7,6,13.91666667,0,0,7,7,6,13.91666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
426,Single,1,4,9670,1,1,128.0,Portuguese,38,38,3,7,121.0,1,,0,1,Female,No Scholarship,19,0,0,6,8,6,13.5,0,0,6,9,6,13.57142857,0,11.1,0.6,2.02,Graduate,Middle,High,Medium,Medium
427,Single,17,1,9147,1,1,116.0,Portuguese,38,2,9,2,112.2,1,,0,1,Female,No Scholarship,20,0,0,5,8,3,11.33333333,0,0,5,12,2,10.66666667,0,10.8,1.4,1.74,Enrolled,Middle,Middle,Medium,Medium
428,Widower,1,2,9085,1,1,135.0,Portuguese,19,1,4,4,129.4,1,,0,1,Female,No Scholarship,21,0,0,5,8,0,0.0,4,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout,High,High,Low,Low
429,Single,17,1,9670,1,1,121.0,Portuguese,19,38,4,10,114.4,0,,0,1,Female,No Scholarship,19,0,0,6,10,5,11.5,0,0,6,9,4,14.6,0,11.1,0.6,2.02,Graduate,Middle,Middle,Medium,Medium
430,Single,1,3,9500,1,1,134.0,Portuguese,37,38,9,9,120.3,1,,0,1,Female,Scholarship,18,0,0,8,8,7,12.08285714,0,0,8,8,7,12.08285714,0,10.8,1.4,1.74,Graduate,Middle,High,Medium,Medium
431,Single,39,1,8014,0,1,120.0,Portuguese,37,37,7,8,120.0,0,,0,1,Female,Scholarship,27,0,0,6,8,6,11.83333333,0,0,6,10,5,12.8,0,15.5,2.8,-4.06,Graduate,Middle,Middle,Medium,Medium
432,Single,17,2,9147,1,1,125.0,Portuguese,38,38,6,8,114.5,1,,0,1,Female,Scholarship,19,0,0,5,6,5,13.4,0,0,5,5,5,12.4,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
433,Single,1,1,9500,1,1,141.0,Portuguese,1,1,90,3,127.8,0,,0,1,Female,Scholarship,19,0,0,7,7,0,0.0,2,0,7,7,0,0.0,2,7.6,2.6,0.32,Dropout,High,High,Low,Low
434,Single,1,1,9773,1,1,140.0,Portuguese,1,19,4,8,124.6,1,,0,1,Female,No Scholarship,19,0,0,6,7,5,14.2,0,0,6,7,6,14.57142857,0,15.5,2.8,-4.06,Graduate,Middle,High,Medium,Medium
435,Single,1,6,9500,1,1,144.0,Portuguese,19,19,5,5,130.3,1,,0,1,Female,Scholarship,18,0,0,8,8,7,13.81428571,0,0,8,8,7,13.81428571,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
436,Single,17,1,9254,1,1,122.0,Portuguese,19,19,5,5,118.2,0,,0,1,Female,Scholarship,20,0,0,6,10,4,11.25,0,0,6,6,6,10.5,0,12.4,0.5,1.79,Enrolled,Middle,Middle,Medium,Medium
437,Single,1,1,9670,1,1,130.0,Portuguese,19,37,4,5,118.8,0,,0,1,Female,Scholarship,18,0,0,6,6,6,14.5,0,0,6,8,6,13.66666667,0,12.7,3.7,-1.7,Graduate,Middle,High,Medium,Medium
438,Single,1,5,9670,1,1,133.1,Portuguese,9,1,2,4,133.0,1,,0,1,Female,No Scholarship,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,High,High,Low,Low
439,Married,39,1,9500,1,19,133.1,Portuguese,37,37,9,9,129.0,1,,0,1,Female,No Scholarship,36,0,0,7,7,6,11.3,0,0,7,7,6,11.3,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
440,Single,43,1,9556,1,1,147.0,Portuguese,3,4,3,2,100.0,0,,0,1,Female,No Scholarship,18,0,0,2,2,0,0.0,0,0,4,4,1,16.0,0,10.8,1.4,1.74,Enrolled,Middle,High,Low,High
441,Single,43,1,9130,1,1,127.0,Portuguese,19,38,4,5,120.7,1,,1,1,Female,No Scholarship,18,0,0,5,11,1,12.0,0,0,5,9,3,12.0,0,12.7,3.7,-1.7,Enrolled,Middle,High,Medium,Medium
442,Single,17,6,9500,1,1,136.0,Portuguese,19,38,9,3,132.5,1,,0,1,Female,No Scholarship,19,0,0,8,9,7,12.3,0,0,8,9,7,12.3,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
443,Single,1,5,9500,1,1,127.0,Portuguese,19,19,7,8,120.3,1,,0,1,Female,Scholarship,18,0,0,8,8,7,12.69428571,0,0,8,8,7,12.69428571,0,10.8,1.4,1.74,Graduate,Middle,High,Medium,Medium
444,Single,17,1,9670,1,1,123.0,Portuguese,19,19,1,1,114.6,0,,0,1,Female,No Scholarship,18,0,0,5,5,4,11.0,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,Graduate,Middle,Middle,Medium,Medium
445,Single,1,1,9238,1,1,128.0,Portuguese,37,19,9,3,116.5,1,,0,1,Female,Scholarship,19,0,0,6,6,6,13.0,0,0,6,6,6,14.16666667,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
446,Single,1,1,9500,1,1,128.0,Portuguese,3,1,2,1,127.8,0,,0,1,Female,Scholarship,19,0,0,7,8,7,14.4125,0,0,8,8,8,16.05,0,13.9,-0.3,0.79,Graduate,High,High,Medium,High
447,Single,1,2,9500,1,1,140.0,Portuguese,1,19,7,7,129.9,1,,0,1,Female,No Scholarship,18,0,0,7,8,7,12.92875,0,0,8,8,8,14.0625,0,15.5,2.8,-4.06,Dropout,High,High,Medium,Medium
448,Single,1,2,9773,1,1,121.0,Portuguese,1,19,9,7,118.9,1,,0,1,Female,No Scholarship,20,0,0,6,6,6,13.33333333,0,0,6,10,5,12.8,0,11.1,0.6,2.02,Graduate,Middle,Middle,Medium,Medium
449,Single,1,3,9254,1,1,122.0,Portuguese,19,38,3,10,114.3,1,,0,1,Female,Scholarship,20,0,0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,Enrolled,Middle,Middle,Medium,Medium
450,Single,18,1,9500,1,1,126.0,Portuguese,38,37,5,5,114.8,1,,0,1,Female,No Scholarship,20,0,0,8,8,7,14.40285714,0,0,8,8,7,14.40285714,0,10.8,1.4,1.74,Graduate,Middle,High,Medium,Medium
451,Single,1,4,9500,1,1,135.0,Portuguese,37,37,9,8,123.0,1,,0,1,Female,Scholarship,18,0,0,8,8,7,13.38142857,0,0,8,8,7,13.38142857,0,10.8,1.4,1.74,Graduate,Middle,High,Medium,Medium
452,Single,1,2,9500,1,1,131.0,Portuguese,19,19,7,5,122.1,1,,0,1,Female,No Scholarship,18,0,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,Graduate,Middle,High,Medium,Medium
453,Single,17,4,9085,1,1,140.0,Portuguese,19,37,4,7,123.7,0,,0,1,Female,No Scholarship,19,0,0,5,11,5,11.71428571,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,Middle,High,Medium,Medium
454,Single,1,3,9147,1,1,131.0,Portuguese,19,38,9,7,132.4,1,,0,1,Female,No Scholarship,19,0,0,5,5,5,11.8,0,0,5,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled,High,High,Medium,Medium
455,Married,39,1,8014,0,1,130.0,Portuguese,34,34,99,99,114.8,0,,0,1,Female,No Scholarship,44,0,0,6,9,6,11.16666667,0,1,6,15,2,11.0,1,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
456,Single,7,1,9003,1,3,130.0,Portuguese,38,37,5,6,130.0,0,,0,1,Female,No Scholarship,32,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,High,High,Low,Low
457,Single,43,1,9853,1,1,140.0,Portuguese,37,19,9,8,122.3,0,,0,1,Female,No Scholarship,22,0,0,6,9,5,13.6,0,0,6,8,5,12.0,0,12.7,3.7,-1.7,Dropout,Middle,High,Medium,Medium
458,Married,39,1,9003,1,1,130.0,Portuguese,1,19,4,9,152.4,1,,0,1,Female,No Scholarship,36,0,4,12,14,12,13.84615385,0,5,12,18,11,14.09090909,0,8.9,1.4,3.51,Graduate,High,High,Medium,Medium
459,Single,17,1,9773,1,1,125.0,Portuguese,37,37,5,7,120.1,0,,0,1,Female,Scholarship,18,0,0,6,7,6,12.5,0,0,6,8,6,13.33333333,0,16.2,0.3,-0.92,Graduate,Middle,Middle,Medium,Medium
460,Single,1,1,9130,1,1,160.0,Portuguese,3,3,3,2,155.1,1,,0,1,Female,No Scholarship,20,0,0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Graduate,High,High,High,Medium
461,Single,51,1,9070,1,1,130.0,Portuguese,19,19,5,7,124.5,0,,0,1,Female,Scholarship,20,0,5,11,11,11,13.81818182,0,5,11,11,11,13.45454545,0,11.1,0.6,2.02,Graduate,Middle,High,Medium,Medium
462,Single,17,1,9238,1,1,144.0,Portuguese,3,1,2,3,126.9,0,,0,1,Female,No Scholarship,19,0,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,Graduate,High,High,Medium,Medium
463,Single,39,1,9147,1,19,133.1,Portuguese,3,1,3,5,153.2,1,,1,1,Female,No Scholarship,24,0,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
464,Single,17,1,9238,1,1,148.0,Portuguese,1,1,4,9,129.8,0,,0,1,Female,No Scholarship,20,0,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,Enrolled,High,High,Medium,Medium
465,Single,43,1,8014,0,1,133.1,Portuguese,3,3,2,3,135.0,0,,0,1,Female,No Scholarship,27,0,7,10,10,9,11.44444444,0,4,11,11,5,10.8,0,10.8,1.4,1.74,Dropout,High,High,Medium,Medium
466,Single,1,1,9853,1,1,133.0,Portuguese,1,38,5,10,131.3,1,,0,1,Female,No Scholarship,20,0,0,6,9,5,14.33333333,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,Enrolled,High,High,Medium,Medium
467,Single,43,6,9238,1,1,129.0,Portuguese,34,34,0,0,125.2,0,,0,1,Female,Scholarship,23,0,15,16,18,16,13.0,0,11,13,15,13,13.26666667,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
468,Single,1,5,9500,1,1,144.0,Portuguese,19,38,4,8,141.3,1,,0,1,Female,Scholarship,18,0,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
469,Single,17,1,9238,1,1,120.0,Portuguese,37,37,4,9,117.1,1,,0,1,Female,Scholarship,18,0,0,6,10,5,10.57142857,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,Graduate,Middle,Middle,Medium,Medium
470,Single,17,3,9500,1,1,144.0,Portuguese,1,37,9,9,126.5,1,,0,1,Female,Scholarship,20,0,0,8,8,7,13.48714286,0,0,8,8,7,13.48714286,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
471,Single,1,1,9254,1,1,132.0,Portuguese,19,38,9,7,120.1,0,,0,1,Female,Scholarship,20,0,0,6,6,6,12.33333333,0,0,6,7,6,11.83333333,0,13.9,-0.3,0.79,Graduate,Middle,High,Medium,Medium
472,Single,1,1,9670,1,1,142.0,Portuguese,38,19,7,10,128.4,0,,0,1,Female,No Scholarship,23,0,0,6,11,6,11.875,0,0,6,9,5,12.83333333,0,11.1,0.6,2.02,Dropout,High,High,Medium,Medium
473,Single,1,2,9500,1,1,136.0,Portuguese,19,19,9,9,140.0,1,,0,1,Female,No Scholarship,20,0,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
474,Single,39,1,9254,1,9,133.1,Portuguese,34,34,0,0,110.0,1,,0,0,Female,No Scholarship,28,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,High,Low,Low
475,Single,1,1,9670,1,1,122.0,Portuguese,1,19,3,5,116.8,1,,0,1,Female,No Scholarship,21,0,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate,Middle,Middle,Medium,Medium
476,Single,1,2,9556,1,1,133.1,Portuguese,19,19,9,9,104.5,1,,0,1,Female,No Scholarship,21,0,0,2,2,2,12.5,0,0,7,0,0,0.0,0,12.4,0.5,1.79,Dropout,Middle,High,Medium,Low
477,Single,7,1,9500,1,3,140.0,Portuguese,34,34,0,0,140.0,0,,0,1,Female,No Scholarship,28,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,High,High,Low,Low
478,Single,1,1,9500,1,1,117.0,Portuguese,3,1,3,3,113.2,0,,0,1,Female,No Scholarship,18,0,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,Graduate,Middle,Middle,Medium,Medium
479,Single,17,1,9238,1,1,128.0,Portuguese,38,19,191,175,118.6,1,,0,1,Female,Scholarship,21,0,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Enrolled,Middle,High,Medium,Medium
480,Single,1,1,9500,1,1,136.0,Portuguese,1,1,4,4,123.8,0,,0,1,Female,No Scholarship,19,0,0,7,10,6,11.61428571,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,Graduate,Middle,High,Medium,Medium
481,Single,18,6,9500,1,1,141.0,Portuguese,1,19,1,1,126.7,1,,0,1,Female,Scholarship,18,0,0,8,8,7,14.31428571,0,0,8,8,7,14.31428571,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
482,Single,1,3,9500,1,1,130.0,Portuguese,3,1,2,5,133.8,0,,0,1,Female,No Scholarship,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,High,High,Low,Low
483,Single,44,1,9085,1,39,140.0,Portuguese,38,38,9,7,140.0,0,,0,1,Female,No Scholarship,20,0,2,6,9,6,12.66666667,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled,High,High,Medium,Medium
484,Single,1,3,9500,1,1,102.0,Portuguese,1,19,9,5,100.6,1,,0,1,Female,Scholarship,20,0,0,7,9,6,12.76666667,0,0,8,10,7,12.12857143,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
485,Single,17,1,9853,1,1,126.0,Portuguese,1,37,7,9,132.7,0,,0,1,Female,Scholarship,18,0,0,6,7,6,12.66666667,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
486,Single,43,2,9670,1,1,125.0,Portuguese,38,19,4,3,106.6,1,,0,1,Female,No Scholarship,20,0,4,6,7,6,11.5,0,0,6,10,4,10.57142857,0,10.8,1.4,1.74,Dropout,Middle,Middle,Medium,Medium
487,Single,39,1,9670,1,1,120.0,Portuguese,1,19,5,4,140.4,0,,0,1,Female,No Scholarship,31,0,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout,High,Middle,Medium,Medium
488,Single,17,3,9500,1,1,132.0,Portuguese,37,37,9,7,128.3,1,,0,1,Female,Scholarship,19,0,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,Graduate,High,High,Medium,Medium
489,Single,1,3,9500,1,1,128.0,Portuguese,38,38,5,5,118.6,1,,0,1,Female,Scholarship,19,0,0,7,9,6,11.81428571,0,0,8,8,7,13.54285714,0,13.9,-0.3,0.79,Graduate,Middle,High,Medium,Medium
490,Single,1,1,9070,1,1,115.0,Portuguese,19,1,3,8,123.4,0,,0,1,Female,No Scholarship,23,0,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,Graduate,Middle,Middle,Medium,Medium
491,Single,1,1,9670,1,1,125.0,Portuguese,37,37,5,5,124.0,0,,0,1,Female,No Scholarship,19,0,0,6,7,6,14.85714286,0,0,6,6,6,13.33333333,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
492,Single,1,6,9500,1,1,137.0,Portuguese,1,3,3,2,121.3,1,,0,1,Female,No Scholarship,20,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
493,Single,1,1,9085,1,1,101.0,Portuguese,37,37,9,4,101.0,1,,1,1,Female,No Scholarship,22,0,0,6,9,5,13.33333333,0,0,6,17,4,11.4,0,12.4,0.5,1.79,Enrolled,Middle,Middle,Medium,Medium
494,Single,1,1,9853,1,1,126.0,Portuguese,3,1,2,5,116.9,1,,0,1,Female,No Scholarship,18,0,0,7,10,6,10.66666667,0,0,7,12,6,12.83333333,0,13.9,-0.3,0.79,Enrolled,Middle,High,Medium,Medium
495,Single,7,3,9130,1,3,130.0,Portuguese,19,37,90,5,130.0,0,,1,0,Female,No Scholarship,27,0,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,Dropout,High,High,Medium,Medium
496,Single,39,1,9556,1,19,100.0,Portuguese,37,38,9,9,120.0,0,,0,1,Female,No Scholarship,29,0,0,7,9,1,10.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Middle,Middle,Low,Low
497,Single,17,1,9254,1,1,122.0,Portuguese,1,19,4,3,130.4,1,,0,1,Female,No Scholarship,18,0,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,Graduate,High,Middle,Medium,Medium
498,Single,17,1,9070,1,1,126.0,Portuguese,19,38,9,7,118.7,0,,0,1,Female,No Scholarship,18,0,0,6,7,5,11.8,0,0,6,6,6,12.66666667,0,16.2,0.3,-0.92,Graduate,Middle,High,Medium,Medium
499,Single,17,1,9500,1,1,128.0,Portuguese,38,38,7,7,131.5,0,,0,1,Female,No Scholarship,18,0,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
500,Single,17,3,9085,1,1,134.0,Portuguese,37,38,9,9,120.4,1,,0,1,Female,No Scholarship,20,0,0,5,13,3,11.33333333,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled,Middle,High,Medium,Medium
501,Single,17,2,9254,1,1,128.0,Portuguese,38,38,9,9,129.1,1,,0,1,Female,No Scholarship,18,0,0,6,6,6,12.66666667,0,0,6,7,5,14.6,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
502,Single,1,1,9070,1,1,125.0,Portuguese,1,1,4,4,132.0,0,,0,0,Female,No Scholarship,18,0,1,6,10,5,12.2,1,0,6,11,4,10.83333333,0,13.9,-0.3,0.79,Enrolled,High,Middle,Medium,Medium
503,Single,7,2,9085,1,3,130.0,Portuguese,3,3,1,1,130.0,0,,0,0,Female,No Scholarship,28,0,0,5,9,1,12.0,1,0,4,10,0,0.0,4,10.8,1.4,1.74,Dropout,High,High,Medium,Low
504,Single,1,2,9500,1,1,135.0,Portuguese,37,1,7,7,132.8,1,,0,1,Female,Scholarship,18,0,0,8,12,7,11.72142857,0,0,8,12,7,11.72142857,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
505,Single,39,1,9500,1,19,133.1,Portuguese,37,38,151,161,143.7,0,,0,1,Female,No Scholarship,27,0,0,7,12,4,14.0,0,0,7,14,3,12.525,0,12.4,0.5,1.79,Enrolled,High,High,Medium,Medium
506,Single,39,1,33,1,1,140.0,Portuguese,3,1,2,4,152.8,0,,0,1,Female,No Scholarship,26,0,0,7,9,7,14.75,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,Enrolled,High,High,Medium,Medium
507,Single,1,2,9773,1,1,138.0,Portuguese,19,1,9,3,133.5,1,,0,1,Female,No Scholarship,18,0,0,6,6,6,12.66666667,0,0,6,6,6,13.66666667,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
508,Single,1,1,9130,1,1,150.0,Portuguese,5,5,2,2,146.2,0,,0,1,Female,No Scholarship,18,0,0,5,12,4,13.0,2,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Dropout,High,High,Medium,Medium
509,Single,1,2,9147,1,1,125.0,Portuguese,1,19,4,6,115.2,0,,0,1,Female,No Scholarship,21,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Middle,Middle,Low,Low
510,Single,1,2,9070,1,1,121.0,Portuguese,4,1,2,3,120.7,1,,0,1,Female,No Scholarship,18,0,0,6,8,4,10.75,0,0,6,9,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Middle,Middle,Medium,Low
511,Married,39,1,8014,0,1,120.0,Portuguese,34,34,99,99,101.8,0,,0,0,Female,No Scholarship,32,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,Middle,Low,Low
512,Single,39,2,9670,1,1,140.0,Portuguese,34,34,0,0,100.0,0,,0,1,Female,No Scholarship,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
513,Single,39,1,9991,0,1,100.0,Portuguese,37,19,9,2,121.9,0,,0,0,Female,No Scholarship,40,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Middle,Middle,Low,Low
514,Married,18,2,8014,0,1,140.0,Portuguese,37,37,9,10,120.4,0,,1,0,Female,No Scholarship,39,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,Dropout,Middle,High,Low,Low
515,Married,18,2,9238,1,1,140.0,Portuguese,37,37,9,10,120.4,0,,1,0,Female,No Scholarship,39,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Middle,High,Low,Low
516,Married,39,1,9003,1,1,120.0,Portuguese,37,19,9,4,148.8,0,,0,1,Female,No Scholarship,50,0,0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,Graduate,High,Middle,Medium,Medium
517,Single,17,2,9853,1,1,138.0,Portuguese,1,1,9,4,123.0,1,,0,1,Female,No Scholarship,23,0,0,6,10,5,12.8,0,0,6,9,3,11.66666667,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Medium
518,Divorced,39,1,8014,0,19,133.1,Portuguese,34,34,0,0,100.0,0,,0,1,Female,No Scholarship,48,0,0,6,11,1,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,Middle,High,Low,Medium
519,Single,17,2,9853,1,1,118.0,Portuguese,37,37,9,9,112.1,1,,0,1,Female,No Scholarship,23,0,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Dropout,Middle,Middle,Medium,Medium
520,Single,1,6,9500,1,1,135.0,Portuguese,37,1,5,5,126.8,1,,0,1,Female,Scholarship,18,0,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
521,Single,17,1,9130,1,1,130.0,Portuguese,3,19,2,9,115.9,0,,0,1,Female,No Scholarship,18,0,0,5,14,2,12.0,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,Middle,High,Medium,Medium
522,Single,15,1,9238,1,1,150.0,Santomean,3,37,2,8,132.5,1,,0,0,Female,No Scholarship,20,1,0,6,9,5,13.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
523,Single,18,3,9085,1,1,149.0,Ukrainian,1,1,9,9,132.2,1,,0,1,Female,Scholarship,18,1,0,5,9,4,12.0,0,0,5,8,5,13.0,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
524,Single,1,1,9556,1,1,180.0,Ukrainian,5,3,1,1,183.5,1,,0,1,Female,No Scholarship,18,1,0,7,8,4,12.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,Dropout,High,High,Medium,Low
525,Single,43,1,9119,1,1,133.1,Portuguese,1,1,9,3,136.0,0,,0,1,Male,No Scholarship,31,0,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,Dropout,High,High,Medium,Medium
526,Single,39,1,9119,1,19,133.1,Portuguese,19,19,5,3,100.9,1,,0,1,Male,No Scholarship,24,0,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,Enrolled,Middle,High,Medium,Medium
527,Single,39,1,171,1,1,145.0,Portuguese,3,1,2,10,114.5,1,,0,1,Male,No Scholarship,24,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Middle,High,Low,Low
528,Single,39,1,9147,1,1,110.0,Portuguese,37,37,9,9,110.3,0,,1,0,Male,No Scholarship,26,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,Middle,Low,Low
529,Single,1,1,9130,1,1,154.0,Portuguese,3,3,2,2,137.2,1,,1,1,Male,No Scholarship,18,0,0,6,11,5,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,Dropout,High,High,Medium,Medium
530,Single,17,1,9147,1,1,126.0,Portuguese,37,37,4,7,116.9,0,,0,1,Male,Scholarship,19,0,0,5,12,3,11.66666667,0,0,5,10,3,11.66666667,0,12.7,3.7,-1.7,Enrolled,Middle,High,Medium,Medium
531,Single,17,1,9670,1,1,133.0,Portuguese,19,37,9,8,121.8,1,,0,1,Male,No Scholarship,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Middle,High,Low,Low
532,Single,1,2,9500,1,1,145.0,Portuguese,4,2,2,3,127.3,1,,0,1,Male,No Scholarship,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
533,Single,44,1,9070,1,39,120.0,Portuguese,1,19,4,7,120.0,0,,1,0,Male,No Scholarship,20,0,0,6,11,0,0.0,6,0,6,12,0,0.0,12,16.2,0.3,-0.92,Dropout,Middle,Middle,Low,Low
